poiid,like,user,userhref,star,haspic,isGold,content,time
5812,,小柯on my way,/u/76437826.html,5,True,False,去武汉怎么可能不去武大？尤其是在樱花盛开的季节，据说是亚洲八大赏樱圣地之一。武汉大学是中国著名的风景游览地，学校坐拥珞珈山，环绕东湖水，占地面积5187亩，建筑面积262万平方米。中西合璧的宫殿式建筑群古朴典雅，巍峨壮观，堪称近现代中国大学校园建筑的佳作与典范，被称为中国最美丽的大学校园，武大樱花约在每年三月中下旬开始开放。,2017-04-06 22:37:33
5812,,小包裹,/u/19197374.html,5,True,False,在这里的莘莘学子们是如些的幸运，大学时光在这里度过是那么浪漫与幸福,2017-03-27 16:00:15
5812,,陈小睦,/u/19389780.html,5,True,False,说起武大，第一印象就时武大樱花季。武大校园是比较大，设施设备完善，但是樱花大道确实有点小失望。樱花纯色，比较单一。,2017-03-26 21:35:57
5812,,champagne,/u/681719.html,5,True,False,樱花节期间的武大非常漂亮，采用了预约制有效控制人数，学校的志愿者和执勤人员非常热心，给了很多有帮助的游玩建议。,2017-03-26 18:08:39
5812,1,平常心,/u/93826710.html,5,True,False,我们去的当天下着雨，但也影响不了赏景的心情。人不算很多，休闲的走在学校里是一种不错的心情，更好回到校园的回忆。这样美丽的学校，确实加分不少呀。,2017-03-20 09:08:38
5812,1,熊大白,/u/90338456.html,5,True,False,樱花季人果然多，赶在7点前进的门，就已经很多人了～不过真的很美～,2017-03-19 22:44:58
5812,,木秀坞,/u/57009777.html,4,True,False,真的很大，在这读书的话就很好玩，观光的话腿很累但风景好值得一去。即使没有樱花。,2017-03-15 20:41:20
5812,1,南派穆幕,/u/31674945.html,5,True,False,武汉大学前身为清末湖广总督张之洞创立的自强学堂，1928年更名为“国立武汉大学”。 到了武汉大学特别推荐大家去看两个东西，一个是武汉大学内的樱花，另一个是武汉大学早期建筑。         每年3月中旬-4月初是樱花盛开的时期，“老斋舍”前著名的“樱花大道”，是武大赏樱的最佳地点。樱花大道，位于樱园的半山腰上，从樱园石开始，经过樱花城堡、情人坡、理学院、梅园小操场、九一二操场、标本楼，最后到达“新闻传播学院楼”，全长约500米。         1928年李四光先生邀请建筑大师凯尔斯设计了号称“学院故宫”的武大建筑群。这些建筑包括武大牌楼，文、法、理、工四个学院大楼，宋卿体育馆，老图书馆，男生宿舍（樱园学生宿舍），周恩来故居等。建筑群整体上在遵循中国传统原则的同时，又引入了西方古典式样，融合了中西建筑之长。        小贴士： 1）	武汉大学占地面积很大，校园内的岔路也很多，如果只靠步行的话走上一天也逛不完整个武大，所以建议大家下载一个APP“摩拜单车”，校园内这种单车随处可见，骑车游览整个校园是一个省时省力又惬意的选择； 2）	游览时间：半天-1天，依你的出行时间自由安排； 3）	午饭可以在校园内的食堂吃（无学生卡可交现金），或是推荐大家去武汉大学东门右手边的“恩施土家菜”，地道、美味、价廉、服务好！这家菜我会在后面的吃喝篇再详细介绍； 4）	推荐景点：武汉大学早期建筑图书馆、宋卿体育馆、樱花大道； 5）	赏樱花：推荐3月中旬-4月初来，樱花季期间会向外来游客收取20元参观票，其余时间免费。,2017-03-15 16:36:24
5812,,lynn,/u/17738511.html,4,True,False,武汉大学真的挺美的，走进去像一个超大的公园。散布在此感觉不错。一定要去看一下武汉大学内的 万林博物馆，我很喜欢那个博物馆，建筑也很有特色。,2017-02-15 11:27:09
5812,,寻路的蒲公英,/u/42729954.html,4,True,False,校园的建筑比较有特色，很大很干净，不知道开学的武大是什么样的，反正我们去的时候人不是很多，舒适。,2017-02-10 23:07:57
5812,,虎哥,/u/494242.html,4,True,False,我们是冬天来的。樱花没看到，但也有收获，几株腊梅竞相开放，暗香浮动。,2017-02-04 15:00:54
5812,,短发小黑妞,/u/42258979.html,4,True,False,来追忆一下匆匆那些年！美好的大学时光！武大离东湖很近，可以安排一天游玩。,2017-02-04 11:43:28
5812,,尚-某某,/u/54674214.html,5,True,False,武汉大学站是在一个隧道里，我和螃蟹都吓了一跳。  原来隧道还能修公交站牌啊啊啊！好牛逼。 由于武大依山而建，到处都是上下楼的台阶。逛到了网红宿舍楼。 这种民国建筑真的很有韵味。,2017-01-27 22:57:55
5812,,碎花洋裙,/u/57971090.html,5,True,False,因为每年3月樱花盛开时，活脱脱地变成了花丛中娇羞的少女。因而得名“樱花城堡”，真名，超有年代历史感“老斋舍”，乍一听，以为是还珠格格的“漱房斋”！想要住进去，你首先得考个博士！[得意][得意],2017-01-11 23:01:11
5812,1,餃子,/u/19209439.html,5,True,False,古建筑很多，很有历史感的一所大学，人文气息浓。可以在校园里走一天，也可以租个自行车随意骑行。樱花大道在樱花季去会很漂亮，,2017-01-09 09:58:09
5812,1,梦翔917,/u/91594371.html,4,True,False,"去的时候已经过了樱花时节,自己也是个离开大学很多年的人儿了,总体来说没有樱花的武大失去了最大的特色,不过很多建筑都很古色古香,算是文物吧,还是可以去看一看的~",2017-01-04 19:16:05
5812,,NJ,/u/87845873.html,5,True,False,哇 原来的西南联大之一呢 里面人文气息很浓厚的 我觉得比厦门大学还美~,2017-03-31 16:39:10
5812,,牛牛牛。,/u/31956455.html,4,True,False,武汉大学确实很大。里面很多山路。我们没有用走的。做了校园里的巴士。2块钱可以从正门往校园里转一圈再回到正门。沿路可以随意下车。去的时候樱花还没有开。到了樱花季景色应该会很美,2017-03-06 13:18:49
5812,1,娃娃,/u/52121208.html,4,True,False,武汉大学，历史悠久，而且是学霸的天地，这个地方必须去走走看看，亲自体验一下武大的霸气。,2017-02-05 12:06:15
5812,1,明天开始不脑残,/u/58684622.html,4,False,False,大学很棒。但是门口的桂花糕千万不要买，坑钱比切糕还厉害！！！门口的桂花糕千万不要买，坑钱比切糕还厉害！！！门口的桂花糕千万不要买，坑钱比切糕还厉害！！！门口的桂花糕千万不要买，坑钱比切糕还厉害！！！门口的桂花糕千万不要买，坑钱比切糕还厉害！！！门口的桂花糕千万不要买，坑钱比切糕还厉害！！！门口的桂花糕千万不要买，坑钱比切糕还厉害！！！,2017-03-31 12:24:56
5812,1,bubble,/u/57558627.html,5,False,False,这辈子最爱的地方没有之一，好想回珈！又到了樱花季，在异国他乡选着复活节的旅游地点就翻到武大，想得要哭。武大的美不是校园大、有几座山、有个大湖、有些樱花树就能概括的，武大的自由之风、充满生气的学习生活氛围、同窗好友的亲密陪伴、无数的社团学习活动、点点滴滴的小事，在这生活的四年是永远深藏心中最美的时光。山水一程，三生有幸。,2017-03-26 04:47:49
5812,1,别宅尾巴ii,/u/48318529.html,5,False,False,"没有到过名校，体会不到名校沉淀几十年的学习氛围，武大的建筑都特别漂亮，古典大气，印象很深的是遇到的第一座学生宿舍，从外观看上去，就能感觉到很浓厚的文化气息。也许是因为个人原因，非常喜欢古风建筑。 武大门口就是东湖，凌波门很适合拍照。还可以租自行车环形。食堂要先办一张卡，然后买东西，不用了再退掉，最关键的是！！！好吃便宜好吃！！！！",2017-03-24 20:58:01
5812,,大骏哥哥,/u/10480983.html,5,False,False,说起武大，或许很多人的第一反应是樱花，确实，樱花慢慢地好像成为了武大的一个标志，但是，武大除了樱花，学校本身就是一个自然与人文结合的景点，武大的历史、建筑和风景，在全国所有高校中也是名列前茅，如果你只知道樱花，那可不行哦,2017-03-24 19:15:10
5812,,懒得想昵称的敏喵,/u/90498603.html,4,False,False,为中国的学生不会不知道的武大，全国最美的武大~与其其实预期说去武大看樱花，不如说成是借樱花之名去看武大。武大的樱花还是很美的，尤其是在武汉的建筑作为背景的情况下，但武大樱花节时也真的心疼武大的学生。希望武汉这座城能为武大提供更多资源吧~,2017-03-13 16:33:41
5812,1,磨人的小妖精,/u/46603625.html,5,False,False,说实话，我们去的时候真是人潮汹涌啊，虽然等到14号才开始正儿八经的樱花节，可是此时的樱园门口不敢说人山人海也可以说是接踵而至吧。去的时候多云，没有阳光，但依然觉得樱花娇羞可爱，别有一番风味，我觉得逛武大，只为了来看樱花一眼，大可以半天行程，如果是来感受武大的书香气和樱花的话，那么就该空出一天的时间，尽情体验这片芬芳土地的文化气息。只可惜我们当天去的太晚，第二天还想去，雨一直下的厉害，没有去成，照片也没有留下几张。很是让我生气。还有就是武大人员混杂，自行车管理不到位，净是没素质的人。受不了，大家小心。,2017-03-12 12:54:55
5812,,长颈鹿先森cao,/u/69769791.html,5,True,False,高等学府，能感受得到武汉大学的历史文化气息。,2017-02-21 17:55:25
5812,,阿言,/u/52322030.html,4,False,False,每到一个城市都去当地大学已经成了一个习惯，很喜欢武汉大学，虽然没有到樱花季，但武汉大学有她特别的美，像武汉那样，总觉得很大气，又有江湖气息。这里有当年的惨案发生地，现在仍然是学生宿舍，下面就是樱花路，有一种对比的惨烈的美。宿舍中间的路上还有依稀的血迹，就是让我们勿忘历史。樱花季去武大可能太挤了，平日里去也许能静静发现她不一样的美呢,2017-02-19 22:47:46
5812,,慧颖,/u/61143206.html,4,False,False,看一场人海，是每一朵樱花的梦想。大学四年，去武大看过两次樱花，第二次是大四那一年和五个舍友，那时的我们马上面临分别，相见遥遥无期，不懂形容当时的心情。游客有点多，可是漫天飞舞的樱花瓣，美得那样心醉，至今仍历历在目。,2017-01-11 15:28:28
5812,,不谈过往,/u/35104352.html,4,False,False,去的时候是晚上然后门口进去呢会有几趟校车是不同院的路线都不一样但是车旁边会有标识我也不记得有樱花的是哪一趟了本来去的时候已经没有樱花的不过来了武汉就想去一下然后想试一下食堂的种种原因没有大家自己注意时间噢,2017-01-03 15:33:24
5812,1,Simba_KG,/u/46716461.html,5,True,False,个人非常喜欢武汉大学，毕竟是国内的名校，校园里的气氛很好。虽然去的时候么有遇到樱花节，但是正好撞到国际文化节，挺有意思。觉得武汉大学可能是武汉最好的景点了。美中不足是武汉大学里的ofo自行车只对学生开放。,2016-11-23 10:33:28
5812,1,lican1521,/u/33174043.html,5,True,False,武汉大学是我高考时想报考的学校，但是自己没能如愿，却怎么也不能割舍对武大樱花的喜爱，你看它那娇艳的花朵，我喜欢她的美，与日本的樱花比起来，我觉得武大的樱花反而更让我心旷神怡，我爱她，以至于我爱上一个城市。,2016-11-14 15:12:46
5812,1,Carol,/u/44210045.html,5,True,False,"第一次去武大是在读大二的一个国庆节，与三位高中好友相聚，开心快乐。 第二次去武大是在六年前重游故地，亲切而熟悉。 期待第三次、第四次。。。与武大再重逢，相信那时定时不一样的感受，亦会留下不一样的记忆。",2016-11-08 20:30:54
5812,,范家vi子,/u/87372349.html,3,True,False,费劲千辛万苦才找到著名的樱花大道和旧法学院楼，一路上很多游客像我一样拿着手机按图索骥，因为校园里示意图、路标什么的太少了，校园又特……别……大，光足球场就好几个！！！当然可能也是因为我们没有从正门进，没有买手绘地图~但是，没开花的校园就没那么文艺了,2016-10-06 17:50:13
5812,,Full-灰原,/u/58184030.html,5,True,False,武汉大学凌波门出去就是东湖，沿东湖，骑单车，走走停停，很美…… 湖面上架起的东湖栈道，小心翼翼的走在上面，眺望远方，湖面倒映，吹着微风... 东湖栈道环起的还有露天游泳场，夏天傍晚去，带上救生衣，游个野泳，棒棒哒,2016-09-07 16:08:37
5812,,蚂蜂窝用户,/u/31100087.html,4,True,False,作为学生，来武汉终究要到这所全国富有盛名的学校参观一下。去时已经错过了樱花盛开的季节，没能一睹美景~但同样作为大学生，更加喜欢我们的校园，由于武汉大学的樱花的原因，武大已经围绕这个形成了一个商业链，校园各处都可见学生在摆摊卖纪念品，而没有一个名校该有的那种学习与研究的氛围，虽然不可否认学生可通过这些获得一定的生活费用，但终究武大是个高校，而不是一个商业化的景点！,2016-08-27 21:58:32
5812,,Better me 。,/u/47161462.html,3,True,False,武汉大学还是很美的，很大，然后很多上坡下坡，我有一次从凌波门玩完后看着地图穿越了整个武大，走的腿快废了，还有一次去的时候樱花都还没开，就有很多人了，樱花开的时候人更是爆满，打算再深秋的时候去看看，到处一片金黄，也是美的。,2016-08-20 15:05:29
5812,1,儒,/u/43364242.html,5,True,False,"1.就武大本身作为一所大学而言，对于学生党就很值得一去。武大作为一所百年名校，其历史底蕴十分厚重，校园内的建筑大都保存较好，保留有民国时期的特色，校园的学习氛围也很好。因此无论是大学生想要体验不同的校园风情，还是中小学生想要提前感受大学氛围，这里都是不错的选择。 2.武大的樱花是很多人慕名前去的原因，虽然我没能在樱花正盛的季节去到那里，但是小片的樱花已经是美不胜收，相比在恰当的时间前去樱园和樱花大道景色一定不错！",2016-08-04 14:28:53
5812,,海布里飘飘,/u/58049524.html,5,True,False,"早上从宾馆出发去武汉大学，其实距离并不远，但是我们知道武大很大，要走很多路，所以还是选择了打车。司机很热情的跟我们聊天，一直夸武大是武汉最漂亮的大学，还为我们来的季节不对看不到樱花而遗憾。 武大很多个门，我们下车以后朝里走，跟学生询问是最便捷的认路方法，我们穿梭在学校里，看到一种不知名的紫色花儿，中途还吃了顿小观园。 来一趟武大，总要看一看他的校门，武大的正门，正面写着”国立武汉大学“，反面为”文法理工农医“，很是大气。我们到的时候正好遇到一对情侣在拍毕业照，就把他们留在了照片里，希望他们不要因为毕业而分离，永远幸福下去。 武大真的很大，还有很多我们没有走到的地方，下一次等樱花盛开的季节，一定要再来花时间好好走个遍。",2016-07-09 14:12:34
5812,,＂Miss夢境〃,/u/19891362.html,3,True,False,刚开始以为会很美很美，但是去了有点小失望，可能是希望太大了，还有去的时候不是樱花开的时候都有关系，走到那找了好久没找到大门，结果发现就只是那么一块地、然后一直往里走就开始被蚊子咬了，回来的时候满腿都是了,2016-07-02 23:16:20
5812,1,小裕儿,/u/93413097.html,3,True,False,武汉大学没什么感觉，去的朋友们记得租自行车，不然你走不完的～自行车30元19点前还车，在校门口会有很多卖校园地图的如果为了做纪念可以买，如果是为了方便找学校的某个地方就不必买了，我买了反正我是没看懂地图,2016-06-20 18:19:54
5812,,期待一份真爱,/u/58390159.html,5,True,False,武汉2天一夜游。去武汉坐G596。前天先预定了布丁酒店。下午先去逛了黄鹤楼，接着去逛了辛亥革命博物馆，武汉长江大桥，晚饭在户部巷吃热干面。坐公交车去了江汉路步行街。第二天先去武汉大学，再沿着东湖走，湖北博物馆，湖北美术馆，东湖免费景点听涛景区。12点逛了楚汉河街，万达广场。午饭吃武汉特产糯米饭，然后坐4号线去火车站。回来坐G594回杭州。,2016-06-19 22:32:48
5812,,😘😳,/u/55093612.html,5,True,False,里面真的很棒，之前听说武大很大要游半天，结果问路的时候有个好心的姐姐把她的自行车🚲借给了我，大学里面的道路坡度还是有点陡，但是有公交车沿途会停站，骑自行车忽然看到前面就是超市快餐店什么的以为自己出来了真是紧张死了，但回头看到国立武汉大学的大门真的是一下子被吓住了，虽然看到过校门的照片很多次了但始终没有真正看到来得震撼！大学里面满满的学霸气息！,2016-06-11 16:28:46
5812,1,菲尔普斯王子,/u/51026900.html,5,True,False,武汉大学可是鼎鼎有名啊，没有围墙，全开放式的校园。建筑还保留了苏联的风格，非常有特色。校园环境异常优美，尤其是在教师居住区，看到了教授住的小别墅，一片郁郁葱葱中清静安逸，比商业别墅宣称的什么纯欧式洋房别墅惬意多了。本来想在食堂吃顿饭，当一回武大学生，只是太大了，找不到食堂在哪儿，呵呵！当时最大的感受就是我高中三年都干嘛了？,2016-06-06 17:41:07
5812,,吃土少女的日常,/u/610383.html,3,True,False,因为知道武大最主要的老斋舍、樱顶都在整修，对于去武大没有了那么多的期待。走下来的印象就是真大啊，从正门进去的走着走着就迷路了，走到了工学部宿舍区，一看地图居然横穿了武大，好吧本来没想走那么远的。也去过厦大，说实话我更喜欢厦大。,2016-05-18 13:08:25
5812,1,风轻轻,/u/40170420.html,4,True,False,武汉大学，简称武大，是一所位于中国武汉市的科研型综合大学，国家“985工程”、“211工程”、“2011计划”重点建设高校，武汉大学是中国著名的风景游览胜地，以樱花而闻名。学校坐拥珞珈山，环绕东湖水，中西合璧式的宫殿式建筑群古朴典雅，巍峨壮观，被称为“世界最美丽的大学校园”之一。能上这样学校太牛了！,2016-05-15 21:49:22
5812,,百事,/u/19121058.html,5,True,False,武汉大学真的很大 学校里居然还有摆渡车  要是你从武汉大学毕业你还是个胖子那你这辈子减肥是无望了 学校里绿化相当的好  老学区那里适合拍鬼片特别是老外楼那里  主楼那里现在在加固从老图书馆那里能望一望房顶  我感觉我去一趟武大就是徒步走去了,2016-05-14 12:30:29
5812,,CatYuxin,/u/75838768.html,4,True,False,武大名声在外，也是必刷景点之一了。但我觉得吧，与其去武大看樱花，不如去武大看建筑。花不多，游人多，热度超高，只能拍近景，想拍人在花丛中，只能拍很多人在花丛中。美轮美奂的建筑物反而受冷落，既有现代的设计感十足的博物馆等，也有老旧的居民楼、教学楼，总有一款适合你，爱怎么装怎么装，喔呵呵~,2016-05-04 12:34:58
5812,,小叶子,/u/83227173.html,4,True,False,武汉大学，和自己的学校比那真是好太多了，羡慕“别人家的”学校！！由于是十月份去的，所以武大著名景观----樱花，我们是看不到的，但走一下樱花大道是可以的。我们起初在校门口那，随便坐了一辆校内巴士，这辆巴士是我们的“观光游览车”，兜了好多地方。最后返回校门口，才知道校内巴士还分文理学部。刚兜的只是武大的一小部分。武汉大学很美，大树成荫，走在校园内，感觉心里很静，能在这么美的校园读书，真是种享受~~,2016-05-01 18:11:16
5812,1,董姑娘,/u/43419020.html,5,True,False,来武汉一定要去武大，这是我在空间发表的一篇说说，哈哈，可能会觉得我没见过世面，但是对于我这个北方女子来说，武大真的好美，大概是因为武大在武汉，整个武汉像个脾气温婉的小姑娘，穿着绿色的裙子，想洗澡的时候没有澡巾去买澡巾，竟然买不到，上网查了查才发现武汉是个南方城市，北方的朋友，来武汉一定要带澡巾哦，如果再给我一次机会我一定会考武汉大学的，就酱。,2016-04-29 11:12:46
5812,1,晓妍1124,/u/5608488.html,5,True,False,巍巍樱顶，悠悠珞珈。武大的樱花每年吸引了多少游客啊。武大做为中国最美的校园之一，除了樱花，还有那中西合璧的宫殿式建筑群古朴典雅、巍峨壮观。即使不是樱花季去，也能好好感受武大的人文气息。很遗憾的是这次去，武大在大规模维修。希望下次去能好好领略武大的美。,2016-04-23 20:30:00
5812,1,如歌的行板,/u/48352676.html,4,True,False,"最早知道武大,是因为兄弟在那读书,然后知道了武大的樱花是全国十大樱花观赏地之一.再然后就奔着赏樱的念头,和姐妹们去了一趟武大.但是我们去的时候不对,只有满地落樱.所以只好带着失望的心情,在校园内转晃.但是武汉大学作为一个老牌的大学,确实有它不错的地方.它是近代最早建立的国立大学之一,位于珞咖山边,环绕东湖边,建筑古朴,中西合璧.环境优雅.,有许多知名的教学楼,每年樱花盛开的时候,这里成了樱花的海洋.引来大批的赏花人.",2016-04-15 10:21:08
