uid,poi_href,poi_id,name,star,content,datetime,description,pics,tel,site,time,traffic,ticket,opentime,location,insides
71783903,/poi/4332.html,4332,基督教圣堂,4,游客很少，教堂小小的和简单。看上去比较像是经常出现在海边的那种。,2014-10-07 16:12:58,,,,,,,,,,
71783903,/poi/6132095.html,6132095,消防博物馆The Fire Services Museum,4,人很少，不是太好找，在一条小巷子里，离镜湖医院不远。里面的东西很有看头。,2014-10-07 16:11:12,消防博物馆展厅总面积达3000平方英尺，分为两部分。其中有一些介绍日常消防运作、救火等教育知识短片，以便让参观者能进一步了解火灾的危害和掌握必要的自救逃生技能。,36,(853)83960319,,,,免费,10:00~18:00 公众假期照常开放,澳门连胜马路26号,
71783903,/poi/18971.html,18971,北海银滩,4,大海啊，大海。银滩超级大，人很多也没有关系，沙子很细，水质一般啦。,2014-01-04 15:14:18,北海银滩是每个人到北海必游的地方，银滩滩面宽阔，沙质细柔洁白，因地势平缓，这里的海水退潮快，涨潮慢，所以游泳安全系数很高，银滩附近海域每年有9个多月可以入水游泳，你还无需担心鲨鱼出没。游客在潮水刚退去的平坦宽阔的海滩漫步，甚至连脚印也不会留下，只有那细腻的白砂在阳光下泛着银光。这一滩碎银，是无价的富矿。,3130,0779-3889566,,半天,银滩距离市区约6km，东西绵延约24km。 1、乘车：市区可乘坐3路公交车到达终点，车票2元/人； 2、打车：乘摩的约8元，或在市区打车到银滩约15分钟，费用15元左右，可讲价； 3、自驾：停车费约20元；若游玩时间长，建议可停在银滩正门（就是钢雕的地方）右边（以面朝大海为准）200米处的停车场,门票免费。其它：1.银滩公园内有电瓶车，可以环海观光游览，10元/人；2.沙滩上有卡丁车，有单人、双人之分，价格淡旺季不同，50-80元/10分钟；摩托艇冲浪5-8元/分钟；3. 更衣5元，冲淡水15元，租太阳伞和桌凳60-100元,全天（清晨4、5点有日出；下午4、5点以后太阳下山，此时拍照、下海游泳最佳，光线最柔，也不易晒伤）,北海银海区银滩路,海滩公园
71783903,/poi/18969.html,18969,北海老街,4,老街很长，有很多小店子，可以逛半天，骑楼很有历史感，真心赞一个。,2014-01-04 15:14:26,北海老街是指中山路和珠海路，现今游览较多的是珠海中路。这是一条百年老街，始建于1883年，长1.44公里，宽9米。老街之“老”，在其独具特色的中西合璧骑楼式建筑风格。沿街遍布英、法、德领事馆旧址，德国森宝洋行旧址和天主教堂女修院旧址，及药堂、酒肆、茶坊等，见证了北海曾经的繁华，被誉为鲜活的“近现代建筑年鉴”。路尾是海关旧址。 老街里，老人们摇着大蒲扇在门边乘凉，小贩用筷夹着虾饼在油锅里滋滋滋地翻转……他们的眼神和这幽深绵长的老巷一样，平静而安详。老街的夜晚也别有一番风味。 附近有个大清邮政北海分局旧址，是目前广西尚存历史最长的邮政局址，陈列了吊灯、马鞍、留声机、钱币、钱罐等珍贵物件，可免费参观。,3373,0779-3060140,,2-3小时,1、可从市区乘坐的士到海关或外沙岛入口游览； 2、乘3路公交车在北部湾广场下车，往新力购物广场的方向顺着直走，步行约15分钟可到； 3、乘2、13路公交车在海角路口下车，过个马路即到,免费,全天,北海市海城区中山路、珠海中路,
71783903,/poi/3241.html,3241,西街,5,很热闹，很多特色小店，白天和晚上根本是两个世界，怎么都逛不厌。,2014-01-04 15:16:16,来阳朔，绝对不可能错过的就是西街。历经1400多年的西街，是阳朔最古老最繁华的街道，也是阳朔重要的旅游景点之一。 但其实，严格来说其实不应把西街放在景点里。它的定义由觅食、逛街、泡吧等多个词汇集结而成。而正因如此丰富多彩，西街更是成了阳朔一道独特而靓丽的风景线。 这条不足1km 的街道，由石板砌成，呈弯曲的S 形。两旁房屋古朴典雅，桂北明清时期风格，小青瓦、坡屋面、白粉墙、吊阳台。街上摆满了各种旅游纪念品，两旁的饭店、餐馆、网吧、酒吧等等都是中西合璧的，几乎所有的招牌都是中英文对照，即使再小的一家旅馆，服务员也能用流利的外语为外国游客服务，比起有些地方的三星级酒店来，还略胜一筹。 三三两两的游人悠闲、懒散地逛着，各种肤色的年轻人骑着自行车，背着双肩包穿梭于小镇的街口巷尾。西街上有着各种小店，各种小吃，其中核桃花生糊、桂花莲子羹比较著名。除了特色小吃，还有许多酒吧，酒吧里外国人很多。 西街的夜晚比白天更加热闹，如果住宿在此，可能会比较吵闹。,5323,,,半天或一天,从阳朔汽车站步行5-10分钟即到,免费,全天,桂林市阳朔县西街步行街,
71783903,/poi/3326.html,3326,兴坪古镇,5,很小的地方，古朴，有青旅，适合发呆。可以什么都不用做，出门随便逛逛都很好。,2014-01-04 15:16:32,兴坪古镇位于漓江东岸，漓江在此迂回而转向流去，20元人民币背面的图案就是兴坪实景。 漓江精华段漂流结束上岸，自会来到这里。相比热闹的西街，兴坪饱经沧桑，古朴依旧，被时光磨得光滑的青石板，更显阳朔的原汁原味。 破败老旧的街巷间，人烟稀少，淡季时更是只闻鸡啼狗吠，只因每年洪水肆虐。尽管如此，依然有不少恋家的村民和远道而来爱上这里而定居于此的人，始终坚守着这片处处可见岁月痕迹的土地。适合喜欢怀旧的游客。 此外，来此后别忘了尝尝兴坪有名的“松花糖”，富有棕黄色光泽的松花糖品质酥脆，籽粒密实而不含有，清甜香脆，入口化渣，颇受喜爱。,1900,,,2-3小时,1、乘车：在阳朔汽车站乘至兴坪的班车，20分钟/班，车费约6元，车程约40分钟；2、漂流：漓江杨堤至兴坪，上岸后即可到达兴坪古镇,古镇门票免费；渔村门票约10 元,全天,桂林市阳朔县漓江东岸(距阳朔县城27公里),
71783903,/poi/6631223.html,6631223,广西壮族自治区自然博物馆,3,人比较少，交通比较方便，门票十分便宜，但是没有什么特别值得看的东西，安静凉快适合去休息。,2014-10-07 15:55:43,,,,,,,,,,
71783903,/poi/8036.html,8036,金鞭溪,5,六月去的时候下暴雨，整个金鞭溪都在涨水，根本不像一条小溪，是奔腾的河。水很清很凉。,2014-10-07 15:53:05,金鞭溪，又称金鞭大峡谷，位于张家界森林公园，因其上游的著名景观金鞭岩而得名，全长5710米。从国家森林公园门口进入后，往前步行约300m 就是金鞭溪入口。 金鞭溪的美在于它的清澈宁静，清新自然。 “奇峰三千、秀水八百”，赞誉的便是将张家界的山水发挥得淋漓尽致的金鞭溪。沿着溪水走，穿行在峰峦幽谷云间，犹如徜徉在绿色海洋中。春季可赏落英缤纷，紫醉嫣红；夏季到浅溪里嬉水捉鱼，凉爽惬意；秋季时摄层林尽染，清新气爽；冬季时白雪皑皑，更添清雅。路遇点歌台，还可点上一首土家歌曲（20 元/ 首），或在一旁歇息听别人点的歌也是可以的。,3007,0744-5712189,http://www.zjj-trip.com/,2-3小时,到达景区大门（森林公园门票站） 森林公园门票站，是张家界国家森林公园三个常用大门中距离市区最近的一个大门，大多数游客选择这里进入“森林公园”。在张家界市区汽车站（火车站旁），有直接发往“森林公园门票站”的班车。约10分钟一班，40分钟左右可到达，全程约30公里。   景区大门（森林公园门票站）-峡谷入口 从“森林公园门票站”进入张家界国家森林公园景区后，步行约500米，就可以到峡谷的入口。游览峡谷，需要全程徒步。,属于武陵源风景名胜区，使用景区通票，无需单独购票。  武陵源风景名胜区为套票，包含张家界国家森林公园、天子山风景区、索溪峪景区和杨家界风景区，门票价格包含景区内环保车，但不包含景区内索道、天梯、小火车等项目。  公园套票：248元+保险费3元（3天内多次有效）；周票：298元+保险费3元（7天内多次有效）。,7:00-18:00（张家界森林公园开放时间）,张家界市武陵源区张家界国家森林公园内（靠近森林公园门票站）,西天取经|母子峰|猪八戒背媳妇|长寿泉|紫草潭|文星岩|神鹰护鞭
71783903,/poi/8039.html,8039,百龙天梯,5,人很多，挤到死，站到玻璃面前可以看到不错的景色。排队坐电梯也能等死人。,2014-10-07 15:49:00,百龙天梯连接十里画廊和袁家界，共有三台并列分体运行， 运行速度3m/s，358m的高度，仅需1＇58＂便从山顶下到山底。山顶山底的景色壮观气魄，各有特色，可从此乘环保车至水绕四门游金鞭溪。,991,0744-5618707,,0.5小时,在景点“水绕四门”处，乘坐免费环保车至“百龙天梯”下站。,单程72元，单程优惠票43元  优惠政策：未成年人、24周岁以下全日制大学本科及以下学历的学生、60周岁以上70周岁以下老年人、现役军人(军官、文职人员、士官)、军队离退休干部、烈士直系家属、持有民政部门颁发的《城乡居民最低生活保障金领取证》的人员。,8：00-17：30， 如遇恶劣天气或者停电电梯无法运行。,张家界市武陵源区国家森林公园袁家界,
71783903,/poi/8044.html,8044,天门洞,5,爬上天门洞的楼梯非常长而抖，上去了根本下不来，我去的时候貌似在修电梯。,2014-10-07 15:50:09,天门洞位于天门山国家森林公园内，门洞高131.5m，宽50余米，是世界海拔最高的天然穿山溶洞，也是天门山最具有代表意义的景点。“天门吐雾”、“天门霞光”被人誉为举世罕见的景象奇观，999级上天梯不但是通达天门的途径，更是许愿祈福的灵地。,719,,,1-2小时,张家界市区内乘4、6、10路公交车，均可到达天门山索道下站。景区内可乘索道到天门洞，费用包含在景区门票内。索道中站每天17:30分关闭，如果想去天门洞的游客，必须在此时间前到达中站。,无需门票 包含在天门山国家森林公园门票内。旺季（3月1日-11月30日）258元；淡季（12月1日-次年2月底）225元。门票均包含往返索道和环保车。不包含山顶森林观光缆车。,随天门山国家森林公园开放时间。 旺季（3月1日-11月30日）8:00-18:00（16:30停止售票） 淡季（12月1日-次年2月28日）8:30-18:00（16:00停止售票）,张家界天门山国家森林公园的天门山主峰上,
71783903,/poi/5945361.html,5945361,天门山玻璃栈道,5,直接悬空的玻璃栈道，有点距离，要换鞋套，很恐怖，恐高症患者慎重考虑。,2014-10-07 15:47:45,玻璃栈道是天门山山顶的主打精华特色游道。这条看着就让人腿软的玻璃栈道给人带来的刺激震撼感可与举世闻名的美国大峡谷玻璃走廊“天空之路”媲美。晴天时，蓝天和白云的倒影铺满了整条栈道，让人在对脚下的透明战战兢兢之余，更乐享于踏云而行的快感；云雾天气，玻璃栈道则在雾中若隐若现，天上人间的美景更是让人惊叹不已。为了让游客零瑕疵的透过玻璃桥看到美丽的风景，上桥的游客均要求戴上鞋套，以保持玻璃桥的透明和干净。如果你够胆，一定要挑战天门山顶的东方“天空之路”。,917,0744-8366666,,1-2小时,位于张家界景区内，可步行前往。,门市价：10元除了天门山国家森林公园门票外，玻璃栈道在天门山的西线，走一趟价格为5元（鞋套费用），还需缴纳5元的押金（鞋套坏了将不会退），在栈道的另一端即可退还押金。,旺季（3月1日~11月30日）：8:00~16:00  淡季（12月1日~2月28日）：8:00~16:30,张家界市永定区官黎坪天门山国家森林公园内,
71783903,/poi/6631112.html,6631112,武陵源风景区,5,无论什么时候人都很多，但是景色超级美。交通一般般，但是服务不错。,2014-10-07 15:51:33,武陵源风景名胜区位于中国中部湖南省西北部，为国家级著名旅游风景区，由张家界、索溪峪、天子山、杨家界四大部分组成。 武陵源属世界上罕见的砂岩峰林地貌，这里的风景没有经过任何的人工雕凿，到处是石柱石峰、断崖绝壁、古树名木、云气烟雾、流泉飞瀑、珍禽异兽。置身其间，犹如到了一个神奇的世界和趣味天成的艺术山水长廊。有“大自然迷宫”、“天下第一奇山”之美誉。  武陵源以奇峰、怪石、幽谷、秀水、溶洞闻名于世，五千座石峰千姿百态，耸立在沟壑深幽之中；八百条溪流蜿蜒曲折，穿行于石林峡谷之间。无论是在黄石寨揽胜、金鞭溪探幽，还是在神堂湾历险、十里画廊拾趣，或是在西海观云、砂刀沟赏景，都令人有美不胜收的陶醉，发出如诗如画的赞叹。,479,0744-5718811,,2-3天,"武陵源风景名胜区位于中国湖南省西北部，交通比较方便,有很多巴士，旅游车都可到达。 1、飞机 武陵源最近的飞机场为张家界荷花机场,机场有发往市区的大巴,约5公里。  2、火车 坐火车可到达张家界火车站,在火车南站,有前往景区的大巴,约40分钟。  3、汽车 乘汽车可前往长沙,然后在长沙汽车西站和汽车东站均可转车到达张家界。也可以直接到达张家界中心汽车站,出战后,坐前往景区的大巴。  4、自驾 自驾车不可以进入景区,需转乘景区环保车入内。一般停在张家界森林公园门票站外面,或武陵源门票站外面。",指纹通票：248.00元（3日内多次有效，含3元保险费及环保观光车费）  周票：298.00元（一周内多次有效）  Tips：武陵源核心景区包括张家界国家森林公园、索溪峪自然保护区、天子山自然保护区、杨家界四大景区，凭248.00元的通票均可游览。,全年开放  每日06:30~18:30,湖南省张家界市桑植和慈利两县交界处,张家界武陵源...
71783903,/poi/7272.html,7272,凤凰古城,5,古城很小，暑假人很多，但是很有游玩的气氛，各种小巷子适合去挖宝。,2014-01-04 15:24:45,凤凰古城是国家历史文化名城，曾被新西兰著名作家路易艾黎称赞为中国最美丽的小城。 毗邻吉首的德夯苗寨、永顺的猛洞河、贵州的梵净山，是怀化、吉首、贵州铜仁三地之间的必经之路。作为一座国家历史文化名城，凤凰的风景将自然的、人文的特质有机融合到一处，透视后的沉重感也许正是其吸引八方游人的精髓。 这座曾被新西兰作家路易艾黎称作“中国最美丽的小城”之一的凤凰古城建于清康熙时，这颗“湘西明珠”是名副其的“小”，小到城内仅有一条像样的东西大街，可它却是一条绿色长廊。 古城是非常适合步行游览的，如果你只有一天的时间，那可以从北门城楼出发，沿着城墙，经过杨家祠堂，来到东门。之后逛一逛东正街，熊希龄故居和沈从文故居，还有古城博物馆都在附近。晚上，回到东门外的虹桥，美丽的凤凰夜景等着你。,14364,0743-3502059;0743-3223315;0743-3229364,http://www.hnphoenix.com/,1-3小时,1. 距离凤凰县最近的机场：铜仁凤凰机场、张家界荷花机场及怀化的芷江机场，抵达后需再换乘汽车。凤凰县也没有火车站，相近的有吉首火车站可以中转。  2. 凤凰县内共三个汽车站，其中游客涉及较多的是城北汽车站和沱田汽车站。前者又称凤凰汽车北站或凤凰汽车客运总站，游客乘车到凤凰，基本都是在此站下车。而前往洪江古商城、黔阳古城、雪峰山漂流等地的游客，可以在沱田汽车站乘车或中转。  3. 到达凤凰县城后（到达凤凰县的详细交通），在车站外乘坐公交车1路、3路至华南门站下车，即可到达古城区。如从北站打车到虹桥，费用约10-15元（出租车基本都是谈价，不打表）。  4. 古城内禁止汽车出入。,门票148元（门票有效期为3天，长住游客只需在售票处确认后，门票有效期就可根据要求延长。湘西籍游客可凭借身份证免票进入。同时，对于重复来凤凰旅游的游客，一年以内无须重复购票，且购票达到三次者终身免票。）,古城全天开放，古城内的部分景点开放时间为：8:00-18:00。,湖南省湘西土家族苗族自治州凤凰县,沈从文故居|沱江|虹桥|万名塔|凤凰文化广场|沱江吊脚楼|沱江跳岩
71783903,/poi/2935.html,2935,沱江,5,坐船游沱江神马的是最有爱的，夏季水很凉，上游的水质好点，下游的水草好看~~,2014-01-04 15:24:48,沱江是凤凰古城的母亲河，你可以直接站在岸边与她亲密接触；也可以站在高处向下眺望，如万名塔等地；还可以乘船换个角度欣赏沱江，清澈的河水下还有水草摇摆，一种远离尘世之感油然而生。 沱江泛舟有两段，上游为正规游船，在北门城楼北侧的码头上船东行至万寿宫下船，中途在江中欣赏沱江风光，费用已含在景区通票内；下游乘船点在观光桥码头，为农家私船，可单独购票（成人30元/人，学生15元/人），夏季时还可夜晚泛舟，但景色一般。泛舟时船头的位置最佳，举起你的相机一路咔擦吧。,2651,0743-3229364,,1-2小时,凤凰古城内步行可到沱江畔，可以乘坐“沱江泛舟”的游船游览沱江，也可以在沱江两岸步行游览。,沱江不需门票，沱江泛舟包含在凤凰九景之内，通票148元,古城全天开放。沱江泛舟运营时间：7:30-18:00。,湖南凤凰县凤凰古城内,
71783903,/poi/8001.html,8001,沱江跳岩,5,真心恐怖，极度怕水，是用生命在走路。晚上又灯光照明，也可以走……,2014-01-04 15:24:50,正对着北门城楼的跳岩，是由两排独立的方块石墩形成了一条独特通道连接两岸。正如其名，经此过江时要一步一“跳”，脚下是清澈的沱江，有些刺激。 清晨薄雾中，穿着苗族服饰的阿婆背着背篓走跳岩的画面就在此定格。因此这里可说是凤凰最具人气的拍摄点之一，就连新人也以此为婚纱照背景。站在跳岩上，背后是广阔的沱江，风景美得让人留恋，清晨人最少，可让伙伴站在旁边的木板桥帮你拍照。,697,0743-3228364;0743-3228104,,0.5-1小时,进入凤凰古城后，步行可以到达。,无需门票 包含在凤凰古城门票内,全天,湘西州凤凰县（古城）北门外沱江河道中,
71783903,/poi/7498.html,7498,奇梁洞,5,必须要去啊，离古城不远，里面地貌丰富，钟乳石还在长，很神奇，夏天很凉快。,2014-01-04 15:25:22,奇梁洞虽说不上最优质的溶洞，洞内千姿百态的石笋、石柱及钟乳石等也很常见，但因有条平静的暗河，透过水中倒影，洞中景致变得特别流光溢彩。进入洞前先参观方苗寨山门，还会有两个“苗族大汉”扛土枪与每个游客合影，照片可自愿自费购买。正式入洞后，最值得一看的“海底世界”、苗王练兵的地方以及长廊，都会让你逐一感受溶洞的美艳及高深。,254,0743-3570001,,1-2小时,1、乘公交车：在凤凰汽车客运总站乘坐至吉信方向的车，约5-6 分钟可达，票价3 元/ 人； 2、乘出租车：从古城边打车前往，约25-30 元（不打表），10-15 分钟可达,门票60元（3 元保险，学生证半价，研究生除外）,7:30-18:00（4 月1 日-11 月15 日），8:00-17:30（11月16 日- 来年3 月31 日）,凤凰县奇梁桥乡境内（凤凰古城以北约5公里处）,
71783903,/poi/6327330.html,6327330,芷江龙津风雨桥,5,很长的风雨桥，里面有很多店家，还可以到桥顶上去，在桥里面可以和当地人一起吃东西，瞬间就可以融入的环境。,2014-01-04 15:34:41,龙津风雨桥：湖南芷江侗族自治县修复的风雨桥为世界最大的侗乡风雨桥，该桥还获上海世界吉尼斯记录。这座横跨于湘江支流舞水河的芷江龙津风雨桥，始建于明万历十九年（公元1591年），历经沧桑四百余年，旧时叫龙津桥，俗称江西桥，因桥像条乌龙横卧舞水之上，又号称乌龙桥，是居住于此的侗苗同胞渡河和避风雨遮太阳、送阴凉避暑热、唱歌跳舞、谈情说爱，劳累了的侗苗民们晚上憩闲谈的游玩之地。然而芷江地处黔滇门户、全楚咽喉、自古为兵家必争之地。抗战初期，国民党政府将龙津风雨桥上的廊，亭悉数撤除，改造成石墩木面公路桥，通行汽车，并增设人行道，芷江机场是主要基地，而龙津风雨桥是大西南主要军需供给线，因此，机场和龙津桥成了日机的主要轰炸目标。几乎每周都遭到日机的轰炸，最多的一天27架日机*番进行轰炸，任凭日机怎样狂轰滥炸，她却依然横卧在舞水之上，保障我抗日军民通行，1945年8月21日，他终于迎来了震惊世界的芷江受降。桥长廊过道两侧全部设置店面，整桥采用现代装饰材料饰面（深兰色琉璃瓦、金黄色兽头、铝合金封闭式抡闸门），隐含着当代园林建筑风味，桥身增设了许多体现侗族建筑艺术的悬挂、县瓜，柱脚增设石鼓垫层，楼层观赏厅、亭、廊、柱、枋、店面上门牌都体现当今名人书法艺术和木刻艺术，使整座桥既保留了侗乡建筑文化遗产，又体现了当代园林建筑艺术。,186,0745-8486118;0745-8622801,,2小时,,免费,,湖南省芷江侗族自治县步行街,
