id,aid,aname,atype,dist
6222,8078129,虎泉地铁站,6,2.6公里
6222,8078132,楚河汉街地铁站,6,2.8公里
5429419,35617,楚天台,3,900米
5429419,35616,东湖樱花园,3,1.1公里
5429419,3313345,东湖楚城,3,1.2公里
5429419,5811,磨山景区,3,1.4公里
5429419,3312159,朱碑亭,3,1.5公里
5429419,195896,东湖磨山,3,1.7公里
5429419,5773,梅园,3,1.9公里
5429419,3303334,武汉东湖风景区落雁景区,3,2.8公里
35620,5805,古琴台,3,500米
35620,3303451,龟山,3,800米
35620,5434154,归元寺,3,1.3公里
35620,31613,大禹神话园,3,1.6公里
35620,31630,晴川阁,3,1.6公里
35620,35812,铁门关,3,1.7公里
35620,35633,晴川桥,3,1.8公里
35620,5803,武汉长江大桥,3,2.2公里
35620,8078088,崇仁路地铁站,6,2.1公里
35620,8078087,利济北路地铁站,6,2.5公里
35620,8078090,硚口路地铁站,6,2.5公里
6630965,5689569,堤角公园,3,2公里
6630965,6153,汉口江滩,3,3公里
6630965,8078023,丹水池地铁站,6,1.4公里
6630965,8078020,新荣地铁站,6,1.6公里
6630965,8078019,堤角地铁站,6,2.4公里
6630965,8078024,徐州新村地铁站,6,2.6公里
5428428,7047457,第二届武汉东湖灯会,3,1.3公里
5428428,31646,东湖海洋世界,3,1.7公里
5428428,6208,梨园风景区,3,1.7公里
5428428,5682581,东湖牡丹园,3,1.9公里
5428428,3270405,武汉市东湖风景区,3,2.1公里
5428428,6630987,屈原纪念馆,3,2.1公里
5428428,35615,落雁岛,3,2.2公里
5428428,6199,天兴洲,3,2.8公里
5428428,8078137,罗家港地铁站,6,1.4公里
5428428,8078136,铁机路地铁站,6,1.7公里
5428428,8078138,园林路地铁站,6,1.8公里
5428428,8078139,仁和路地铁站,6,2.2公里
5428428,8078135,岳家嘴地铁站,6,2.5公里
3314976,7047467,武汉杜莎夫人蜡像馆,3,700米
3314976,5686674,湖北美术学院,3,2.4公里
3314976,5684044,湖北美术馆,3,2.4公里
3314976,6630983,阅马场,3,2.4公里
3314976,3319445,湖北省美术馆,3,2.4公里
3314976,6221,湖北省博物馆,3,2.4公里
3314976,5789,宝通禅寺,3,2.8公里
3314976,6210,长春观,3,2.8公里
3314976,8078132,楚河汉街地铁站,6,400米
3314976,8078133,青鱼嘴地铁站,6,1.2公里
3314976,8078123,小龟山地铁站,6,1.3公里
3314976,8078124,洪山广场地铁站,6,1.4公里
3314976,8078134,东亭地铁站,6,2公里
3314976,8078121,螃蟹岬地铁站,6,2.3公里
3314976,8078125,中南路地铁站,6,2.3公里
3314976,8078135,岳家嘴地铁站,6,2.9公里
9926,6153,汉口江滩,3,2.2公里
9926,5798,古德寺,3,2.2公里
9926,5766,解放公园,3,2.3公里
9926,7389666,黎黄坡路街头博物馆,3,2.8公里
9926,6239,宋庆龄旧居,3,2.8公里
9926,3302431,武昌江滩,3,2.8公里
9926,9008233,黎黄陂路,3,2.9公里
9926,35815,黎黄陂路街头博物馆,3,2.9公里
9926,8078063,黄浦路地铁站,6,1.4公里
9926,8078061,头道街地铁站,6,1.6公里
9926,8078064,三阳路地铁站,6,2公里
9926,8078059,二七路地铁站,6,2.4公里
9926,8078066,大智路地铁站,6,2.9公里
9926,8078024,徐州新村地铁站,6,2.9公里
35815,6243,武汉美术馆,3,700米
35815,6630969,吉庆街,3,700米
35815,35611,江汉路,3,1.1公里
35815,6630975,江汉关大楼,3,1.4公里
35815,3302431,武昌江滩,3,2.1公里
35815,5766,解放公园,3,2.2公里
35815,6218,中山公园,3,2.6公里
35815,9926,武汉长江二桥,3,2.9公里
35815,8078066,大智路地铁站,6,500米
35815,8078118,江汉路地铁站,6,1.1公里
35815,8078067,循礼门地铁站,6,1.2公里
35815,8078064,三阳路地铁站,6,1.2公里
35815,8078086,友谊路地铁站,6,2.1公里
35815,8078117,中山公园地铁站,6,2.3公里
35815,8078063,黄浦路地铁站,6,2.4公里
35815,8078087,利济北路地铁站,6,3公里
5805,35620,汉阳造艺术区,3,500米
5805,5434154,归元寺,3,900米
5805,3303451,龟山,3,1.3公里
5805,31613,大禹神话园,3,2.1公里
5805,31630,晴川阁,3,2.1公里
5805,35812,铁门关,3,2.2公里
5805,35633,晴川桥,3,2.3公里
5805,5803,武汉长江大桥,3,2.6公里
5805,8078088,崇仁路地铁站,6,2.3公里
5805,8078090,硚口路地铁站,6,2.3公里
5805,8078087,利济北路地铁站,6,2.7公里
6930442,9320843,光谷多莫大教堂,3,500米
6930442,5785,华中科技大学,3,800米
6930442,5427484,中国地质大学博物馆,3,1公里
6930442,5427303,东湖小天池CS野战,3,1.1公里
6930442,35607,恐龙化石博物馆,3,1.3公里
6930442,7392100,中国地质大学,3,1.3公里
6930442,7392202,荷兰风情园,3,1.5公里
6930442,35643,中南民族大学,3,2.3公里
6930442,8078131,光谷广场地铁站,6,800米
6930442,8078130,杨家湾地铁站,6,2.1公里
35614,5807,武昌起义军政府旧址,3,200米
35614,5426285,黄鹤楼,3,500米
35614,6163,昙华林,3,1.4公里
35614,6210,长春观,3,1.4公里
35614,5803,武汉长江大桥,3,1.8公里
35614,31613,大禹神话园,3,2.6公里
35614,31630,晴川阁,3,2.6公里
35614,35812,铁门关,3,2.7公里
35614,8078146,武昌火车地铁站,6,1.5公里
35614,5688884,武昌火车站,6,1.8公里
35614,8078121,螃蟹岬地铁站,6,1.9公里
35614,8078144,梅苑小区地铁站,6,2.3公里
35614,8078119,积玉桥地铁站,6,2.4公里
35614,8078123,小龟山地铁站,6,2.6公里
35614,8078125,中南路地铁站,6,2.7公里
5690787,5689312,武汉大学信息学部,3,1.2公里
5690787,6206,武汉理工大学,3,1.2公里
5690787,6222,珞珈山,3,1.7公里
5690787,5778,武汉大学樱花节,3,1.8公里
5690787,5688520,武汉大学-图书馆,3,2公里
5690787,5812,武汉大学,3,2.1公里
5690787,5789,宝通禅寺,3,2.4公里
5690787,5688439,武汉大学工学部,3,2.5公里
5690787,8078128,广埠屯地铁站,6,600米
5690787,8078129,虎泉地铁站,6,1公里
5690787,8078127,街道口地铁站,6,1.3公里
5690787,8078126,宝通寺地铁站,6,2.4公里
5690787,8078130,杨家湾地铁站,6,2.5公里
6218,35611,江汉路,3,1.7公里
6218,6630969,吉庆街,3,2公里
6218,6243,武汉美术馆,3,2.1公里
6218,35815,黎黄陂路街头博物馆,3,2.6公里
6218,35633,晴川桥,3,2.7公里
6218,9008233,黎黄陂路,3,2.8公里
6218,6630975,江汉关大楼,3,2.8公里
6218,6239,宋庆龄旧居,3,3公里
6218,8078117,中山公园地铁站,6,600米
6218,8078116,青年路地铁站,6,600米
6218,8078086,友谊路地铁站,6,900米
6218,8078087,利济北路地铁站,6,1公里
6218,8078115,王家墩东地铁站,6,1.1公里
6218,8078067,循礼门地铁站,6,1.5公里
6218,8078118,江汉路地铁站,6,2.1公里
6218,8078112,范湖地铁站,6,2.4公里
7047467,3314976,汉街,3,700米
7047467,6221,湖北省博物馆,3,2公里
7047467,5684044,湖北美术馆,3,2.1公里
7047467,5789,宝通禅寺,3,2.4公里
7047467,6222,珞珈山,3,2.6公里
7047467,5812,武汉大学,3,2.6公里
7047467,3319445,湖北省美术馆,3,2.8公里
7047467,6210,长春观,3,3公里
7047467,8078132,楚河汉街地铁站,6,500米
7047467,8078133,青鱼嘴地铁站,6,1.3公里
7047467,8078124,洪山广场地铁站,6,1.4公里
7047467,8078123,小龟山地铁站,6,1.7公里
7047467,8078134,东亭地铁站,6,2公里
7047467,8078125,中南路地铁站,6,2.2公里
7047467,8078126,宝通寺地铁站,6,2.6公里
7047467,8078121,螃蟹岬地铁站,6,2.8公里
5773,5811,磨山景区,3,700米
5773,35616,东湖樱花园,3,900米
5773,195896,东湖磨山,3,1.1公里
5773,5774,东湖,3,1.8公里
5773,5429419,武汉植物园,3,1.9公里
5773,35617,楚天台,3,2.2公里
5773,7392100,中国地质大学,3,2.6公里
5773,5778,武汉大学樱花节,3,2.8公里
3270405,5774,东湖,3,1.5公里
3270405,31646,东湖海洋世界,3,1.5公里
3270405,35615,落雁岛,3,1.8公里
3270405,5428428,武汉欢乐谷,3,2.1公里
3270405,195896,东湖磨山,3,2.4公里
3270405,6221,湖北省博物馆,3,2.5公里
3270405,5684044,湖北美术馆,3,2.5公里
3270405,5811,磨山景区,3,2.8公里
3270405,8078136,铁机路地铁站,6,2.8公里
3270405,8078135,岳家嘴地铁站,6,3公里
6725646,5693976,湖北经济学院继续教育学院武昌校区,3,2.3公里
6725646,5693975,湖北省经济管理干部学院南湖校区,3,2.3公里
6725646,5693997,基督教福音堂,3,2.5公里
6725646,5694010,湖北公共关系职业培训学院,3,2.8公里
6725646,17691511,儿童成长主题乐园,3,2.8公里
6725646,17792986,儿童成长主题乐园,3,2.8公里
6630969,6243,武汉美术馆,3,200米
6630969,35611,江汉路,3,400米
6630969,35815,黎黄陂路街头博物馆,3,700米
6630969,6630975,江汉关大楼,3,1.2公里
6630969,6218,中山公园,3,2公里
6630969,35633,晴川桥,3,2.4公里
6630969,3302431,武昌江滩,3,2.6公里
6630969,5766,解放公园,3,2.7公里
6630969,8078067,循礼门地铁站,6,500米
6630969,8078118,江汉路地铁站,6,600米
6630969,8078066,大智路地铁站,6,900米
6630969,8078086,友谊路地铁站,6,1.3公里
6630969,8078117,中山公园地铁站,6,1.6公里
6630969,8078064,三阳路地铁站,6,1.9公里
6630969,8078087,利济北路地铁站,6,2.2公里
6630969,8078116,青年路地铁站,6,2.5公里
35633,31630,晴川阁,3,1.1公里
35633,35620,汉阳造艺术区,3,1.8公里
35633,6630975,江汉关大楼,3,1.9公里
35633,5803,武汉长江大桥,3,1.9公里
35633,35611,江汉路,3,2.2公里
35633,5805,古琴台,3,2.3公里
35633,6163,昙华林,3,2.8公里
35633,5426285,黄鹤楼,3,2.9公里
35633,8078086,友谊路地铁站,6,1.8公里
35633,8078087,利济北路地铁站,6,1.9公里
35633,8078118,江汉路地铁站,6,1.9公里
35633,8078117,中山公园地铁站,6,2.1公里
35633,8078088,崇仁路地铁站,6,2.2公里
35633,8078067,循礼门地铁站,6,2.3公里
35633,8078119,积玉桥地铁站,6,2.5公里
35633,8078116,青年路地铁站,6,2.9公里
5684044,6221,湖北省博物馆,3,300米
5684044,35615,落雁岛,3,1公里
5684044,6208,梨园风景区,3,1.5公里
5684044,31646,东湖海洋世界,3,1.5公里
5684044,7047467,武汉杜莎夫人蜡像馆,3,2.1公里
5684044,3314976,汉街,3,2.4公里
5684044,5774,东湖,3,2.5公里
5684044,3270405,武汉市东湖风景区,3,2.5公里
5684044,8078134,东亭地铁站,6,1.1公里
5684044,8078133,青鱼嘴地铁站,6,1.4公里
5684044,8078135,岳家嘴地铁站,6,1.5公里
5684044,8078136,铁机路地铁站,6,2.2公里
5684044,8078132,楚河汉街地铁站,6,2.5公里
3303451,31630,晴川阁,3,800米
3303451,35620,汉阳造艺术区,3,800米
3303451,35812,铁门关,3,800米
3303451,35633,晴川桥,3,1.2公里
3303451,5805,古琴台,3,1.3公里
3303451,5803,武汉长江大桥,3,1.4公里
3303451,5434154,归元寺,3,1.9公里
3303451,5426285,黄鹤楼,3,2.8公里
3303451,8078088,崇仁路地铁站,6,2.5公里
3303451,8078087,利济北路地铁站,6,2.5公里
3303451,8078086,友谊路地铁站,6,2.9公里
5434197,5679748,后襄河公园,3,200米
5434197,6630988,江汉湖区湿地,3,1.8公里
5434197,3311487,西北湖绿化广场,3,2.1公里
5434197,5681691,常青公园,3,2.7公里
5434197,105886,汉口火车站,6,500米
5434197,8078111,汉口火车地铁站,6,500米
5434197,8078112,范湖地铁站,6,700米
5434197,8078110,长港路地铁站,6,2公里
5434197,8078115,王家墩东地铁站,6,2.1公里
5434197,8078116,青年路地铁站,6,3公里
5434221,5434209,琴台大剧院,3,0米
5434221,9229991,张之洞纪念公园,3,1.9公里
5434221,15206247,冰雪奇园主题儿童游乐场,3,2.3公里
5434221,9081336,江城壹号文化创意园,3,2.4公里
5434221,8078095,古田四路地铁站,6,1.6公里
5434221,8078096,古田三路地铁站,6,1.7公里
5434221,8078094,汉西一路地铁站,6,2公里
5434221,8078097,古田二路地铁站,6,2.1公里
5434221,8078093,宗关地铁站,6,2.6公里
6206,5689312,武汉大学信息学部,3,1.1公里
6206,5690787,华中师范大学,3,1.2公里
6206,5789,宝通禅寺,3,1.3公里
6206,6222,珞珈山,3,1.4公里
6206,5688520,武汉大学-图书馆,3,1.9公里
6206,5688439,武汉大学工学部,3,1.9公里
6206,5812,武汉大学,3,2.1公里
6206,5778,武汉大学樱花节,3,2.5公里
6206,8078127,街道口地铁站,6,600米
6206,8078126,宝通寺地铁站,6,1.2公里
6206,8078128,广埠屯地铁站,6,1.4公里
6206,8078129,虎泉地铁站,6,2.3公里
6206,8078125,中南路地铁站,6,2.4公里
6206,8078144,梅苑小区地铁站,6,2.5公里
6206,8078124,洪山广场地铁站,6,2.9公里
35615,5682581,东湖牡丹园,3,300米
35615,6208,梨园风景区,3,500米
35615,31646,东湖海洋世界,3,500米
35615,5684044,湖北美术馆,3,1公里
35615,6221,湖北省博物馆,3,1.1公里
35615,3270405,武汉市东湖风景区,3,1.8公里
35615,5428428,武汉欢乐谷,3,2.2公里
35615,5774,东湖,3,2.4公里
35615,8078135,岳家嘴地铁站,6,1.3公里
35615,8078136,铁机路地铁站,6,1.5公里
35615,8078134,东亭地铁站,6,1.6公里
35615,8078133,青鱼嘴地铁站,6,2.1公里
35615,8078137,罗家港地铁站,6,2.4公里
35643,7392202,荷兰风情园,3,800米
35643,7047476,尖叫屋,3,1.9公里
35643,5693824,中南财经政法大学,3,2公里
35643,9320843,光谷多莫大教堂,3,2公里
35643,6930442,意大利风情街,3,2.3公里
35643,5694001,武汉经贸大学,3,2.4公里
35643,5785,华中科技大学,3,2.9公里
35643,8078131,光谷广场地铁站,6,2公里
35643,8078130,杨家湾地铁站,6,2.1公里
6243,6630969,吉庆街,3,200米
6243,35611,江汉路,3,500米
6243,35815,黎黄陂路街头博物馆,3,700米
6243,6630975,江汉关大楼,3,900米
6243,6218,中山公园,3,2.1公里
6243,35633,晴川桥,3,2.3公里
6243,3302431,武昌江滩,3,2.4公里
6243,5766,解放公园,3,2.8公里
6243,8078118,江汉路地铁站,6,400米
6243,8078067,循礼门地铁站,6,600米
6243,8078066,大智路地铁站,6,1公里
6243,8078086,友谊路地铁站,6,1.5公里
6243,8078117,中山公园地铁站,6,1.8公里
6243,8078064,三阳路地铁站,6,1.9公里
6243,8078087,利济北路地铁站,6,2.3公里
6243,8078116,青年路地铁站,6,2.7公里
35812,31630,晴川阁,3,100米
35812,5803,武汉长江大桥,3,1公里
35812,35620,汉阳造艺术区,3,1.7公里
35812,5426285,黄鹤楼,3,2.2公里
35812,6163,昙华林,3,2.3公里
35812,6630975,江汉关大楼,3,2.5公里
35812,5807,武昌起义军政府旧址,3,2.6公里
35812,5434154,归元寺,3,2.7公里
35812,8078119,积玉桥地铁站,6,2.3公里
35812,8078118,江汉路地铁站,6,2.7公里
35812,8078087,利济北路地铁站,6,2.7公里
35812,8078086,友谊路地铁站,6,2.7公里
35812,8078088,崇仁路地铁站,6,2.9公里
5789,6206,武汉理工大学,3,1.3公里
5789,6222,珞珈山,3,1.3公里
5789,5812,武汉大学,3,2公里
5789,7047467,武汉杜莎夫人蜡像馆,3,2.4公里
5789,5690787,华中师范大学,3,2.4公里
5789,6210,长春观,3,2.4公里
5789,3314976,汉街,3,2.8公里
5789,5778,武汉大学樱花节,3,3公里
5789,8078126,宝通寺地铁站,6,400米
5789,8078127,街道口地铁站,6,1.1公里
5789,8078125,中南路地铁站,6,1.2公里
5789,8078124,洪山广场地铁站,6,1.6公里
5789,8078144,梅苑小区地铁站,6,1.7公里
5789,8078128,广埠屯地铁站,6,2.2公里
5789,8078132,楚河汉街地铁站,6,2.4公里
5789,8078123,小龟山地铁站,6,2.5公里
31613,31630,晴川阁,3,100米
31613,5803,武汉长江大桥,3,800米
31613,35620,汉阳造艺术区,3,1.6公里
31613,5426285,黄鹤楼,3,2.1公里
31613,6163,昙华林,3,2.3公里
31613,5434154,归元寺,3,2.5公里
31613,5807,武昌起义军政府旧址,3,2.6公里
31613,6630975,江汉关大楼,3,2.7公里
31613,8078119,积玉桥地铁站,6,2.4公里
31613,8078087,利济北路地铁站,6,2.9公里
31613,8078118,江汉路地铁站,6,2.9公里
31613,8078086,友谊路地铁站,6,2.9公里
31613,8078088,崇仁路地铁站,6,3公里
195896,5811,磨山景区,3,500米
195896,35616,东湖樱花园,3,700米
195896,3313345,东湖楚城,3,1公里
195896,5773,梅园,3,1.1公里
195896,35617,楚天台,3,1.5公里
195896,5429419,武汉植物园,3,1.7公里
195896,5774,东湖,3,1.7公里
195896,3270405,武汉市东湖风景区,3,2.4公里
5766,5798,古德寺,3,1.4公里
5766,35815,黎黄陂路街头博物馆,3,2.2公里
5766,9926,武汉长江二桥,3,2.3公里
5766,9008233,黎黄陂路,3,2.4公里
5766,6239,宋庆龄旧居,3,2.5公里
5766,6630969,吉庆街,3,2.7公里
5766,6243,武汉美术馆,3,2.8公里
5766,35611,江汉路,3,3公里
5766,8078063,黄浦路地铁站,6,1公里
5766,8078064,三阳路地铁站,6,1.1公里
5766,8078061,头道街地铁站,6,1.8公里
5766,8078066,大智路地铁站,6,1.8公里
5766,8078059,二七路地铁站,6,2.8公里
